"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Matt Bryant","K","ATL",2504797,1975-05-29,7.77133134088574,5.44793446310616,9.56684856443288,1.91674222249917,16,0.00536554624166818,7,14,"17.0","4.7",5.55538445139968
"Matt Cassel","QB","TEN",2506562,1982-05-17,0.404913912231559,0,0.691682568807339,0.458386531314779,49,0.0985090382819794,23,11,,,4.29735516870806
"Matt Flynn","QB","NO",367,1985-06-20,0.00449793672627235,0,0.00677064220183486,0.00567586108761516,69,0.00203783010297787,32,8,,,3.86569272477596
"Matt Forte","RB","NYJ",234,1985-12-10,14.3410749046755,9.32696793002915,17.9269842671863,3.29941968161028,16,0.920255246869775,5,8,"20.4","3.6",5.36772347923001
"Matt Hazel","WR","FA",2543792,1992-01-23,0,0,0,0,186,0,44,2,,,3.2238161073909
"Matt Jones","RB","WAS",2552635,1992-11-17,9.38837830472808,7.08,11.4304907741929,1.7904034144976,34,0.726871585046887,8,1,"26.4","3.1",4.09465355583133
"Matt LaCosse","TE","NYG",2553667,1992-09-21,0,0,0,0,107,0,28,1,,,2.9978973666125
"Matt McGloin","QB","OAK",2542065,1989-12-02,0.66170700280112,0,1.18275596330275,0.832580679882776,43,0.0278469467787115,23,3,,,4.65415162016987
"Matt Moore","QB","MIA",2507282,1984-08-09,0.130178543417367,0,0.226936170212766,0.129212251772977,60,0.0220201680672269,28,9,,,3.9834854427851
"Matt Prater","K","DET",2506677,1984-08-10,8.38468028483884,6.62777724925951,10.1277164527973,1.76560624219482,14,0.400454781885244,6,10,"15.6","3.8",4.52015730017921
"Matt Ryan","QB","ATL",310,1985-05-17,16.187302385415,13.934122681883,17.6040305,1.4629502098671,17,0.083889701250822,10,8,"17.6","3.9",6.35455769806997
"Matt Schaub","QB","ATL",2505982,1981-06-25,0.0527140616246499,-0.048,0.142093617021277,0.0926385021070727,64,0.0151868907563025,29,12,,,3.94861214466596
"Matt Simms","QB","FA",2534889,1988-09-27,0,0,0,0,73,0,38,4,,,3.86028075587479
"Matt Slater","WR","NE",4487,1985-09-09,0.0613233923578751,0,0.134772036474164,0.113149881039356,184,0.0570676920610711,44,8,,,3.36608267734351
"Matt Spaeth","TE","FA",2507182,1984-11-24,0,0,0,,107,0,28,9,,,
"Matthew Mulligan","TE","FA",2507405,1985-01-18,0,0,0,0,107,0,28,8,,,2.9978973666125
"Matthew Stafford","QB","DET",79860,1988-02-07,18.6731470032455,15.036,20.5374777344082,2.03936262704271,9,0.621354572233383,7,7,"11.4","2.7",5.20911004449258
"Maxx Williams","TE","BAL",2552468,1994-04-12,1.25942228335626,0,1.91975535168196,1.60314733335213,68,0.0938389496804861,22,1,,,6.00998569732307
"Mekale McKay","WR","FA",2556392,1993-08-04,0,0,0,,186,0,44,0,,,
"Melvin Gordon","RB","SD",2552469,1993-04-13,15.7797142153462,11.89,19.2636192443768,3.77670025540514,8,0.0786459539975937,4,1,"14.4","3.7",5.7733132510157
"Michael Burton","RB","DET",2552636,1992-02-01,0.126259097525473,0,0.256474164133739,0.149295619842377,134,0.0228976107316493,28,1,,,3.42419730454985
"Michael Campanaro","WR","FA",2550163,1991-01-25,0,0,0,0,186,0,44,2,,,3.2238161073909
"Michael Crabtree","WR","OAK",71269,1987-09-14,14.7189984949819,11.1853689167975,15.9389531796888,2.13923709998222,24,0.93952728374488,7,7,"19.1","4.5",4.91308813003443
"Michael Dyer","RB","FA",2553797,1990-10-13,0,0,0,,141,0,31,1,,,
"Michael Floyd","WR","ARI",2532841,1989-11-27,10.3083740177934,5.02662490788504,12.9577697422259,3.02571252068148,45,0.377246927295444,10,4,"41.9","8.3",7.72005301494595
"Michael Hoomanawanui","TE","NO",497246,1988-07-04,0,0,0,0,107,0,28,6,,,2.9978973666125
"Michael Thomas","WR","NO",2556370,1994-08-16,9.9275600374845,3.11,13.2010621492869,4.28866571136692,47,0.352176033078642,10,0,"39.5","8.2",7.38919179376301
"Michael Vick","QB","FA",2504531,1980-06-26,0,0,0,,73,0,38,15,,,
"Michael Williams","TE","FA",2539197,1990-09-08,0,0,0,,107,0,28,3,,,
"Mike Davis","RB","SF",2553439,1993-02-19,1.04730069533135,0.13,2.0145872818112,0.991288697147018,106,0.0569078347600561,22,1,"83.0","4.8",5.06155127491919
"Mike Evans","WR","TB",2543468,1993-08-21,6.48152682255846,0,9.23269757160464,6.88472367101287,82,0.0738547829094749,18,2,,,11.8801753783819
"Mike Gillislee","RB","BUF",2539663,1990-11-01,5.57320832758473,2.92915451895044,7.3948150426701,2.04632852679028,51,0.304657828187429,13,3,"51.3","4.8",5.83122712278579
"Mike Glennon","QB","TB",2539275,1989-12-12,0.789837689133425,0,1.02728685015291,0.868877606284501,41,0.118749024334172,22,3,,,4.68876096558231
"Mike James","RB","FA",2540224,1991-04-13,0,0,0,0,141,0,38,3,,,3.20636812017905
"Mike Nugent","K","CIN",2506386,1982-03-02,6.70377414504779,2,8.51353129135748,2.45229355195626,26,0.521632512661376,9,11,"18.6","4.7",5.96742216347721
"Mike Thomas","WR","LA",2556381,1994-08-16,0.511808913757046,0.19,0.7358840822273,0.322945349495887,161,0.0440875176502566,37,0,"91.4","14.8",5.49867522052571
"Mike Tolbert","RB","CAR",2507428,1985-11-23,3.54770229508401,1.95422740524781,4.61354485049834,1.33896597160564,74,0.153432674163252,17,8,"70.6","8.4",6.80765755286907
"Mike Wallace","WR","BAL",2507763,1986-08-01,11.0324390689119,7.53,13.2443302389786,2.20713537171109,40,0.288721402298023,9,7,,,5.99891030872907
"Mike Williams","WR","FA",2508048,1987-05-18,0,0,0,,186,0,44,6,,,
"Miles Austin","WR","FA",2495801,1984-06-30,0,0,0,,186,0,44,10,,,
"Mitchell Henry","TE","FA",2553773,1992-12-11,0,0,0,0,107,0,28,1,,,2.9978973666125
"Mohamed Sanu","WR","ATL",2533040,1989-08-22,8.22524874066531,5.67333117193268,9.54433850721114,1.49399009396194,59,0.0233026304138235,13,4,"62.9","6.5",5.15020711432576
"Montee Ball","RB","FA",2539341,1990-12-05,0,0,0,0,141,0,31,3,,,3.20636812017905
"MyCole Pruitt","TE","MIN",2552401,1992-03-24,0,0,0,0,107,0,28,1,,,2.9978973666125
"Mychal Rivera","TE","OAK",2539995,1990-09-08,3.34686797879972,1.33,5.86827338171347,3.2499359701504,45,0.160136705216911,16,3,"40.1","9.8",7.87568129513329
"Myles White","WR","FA",2541905,1990-03-30,0,0,0,,186,0,44,3,,,
"Nate Washington","WR","FA",2506313,1983-08-28,0,0,0,,186,0,44,11,,,
"Nathan Palmer","WR","FA",2535681,1989-04-14,0,0,0,,186,0,44,4,,,
"Neal Sterling","TE","JAC",2553451,1992-01-14,0.315912208504801,0,0.544893617021277,0.494974746830583,92,0.0118050022199344,24,1,,,3.9278852896859
"Nelson Agholor","WR","PHI",2552600,1993-05-24,7.21858086331942,5.48621784962078,7.76806025708225,1.03236678394186,73,0.0972242967543018,15,1,"68.3","6.8",4.98051905073716
"Nelson Spruce","WR","LA",2556686,1992-12-05,0.857912775189263,0,1.77868376543897,1.02032645517629,152,0.0481239866919799,35,0,,,4.50670163653563
"Nic Jacobs","TE","FA",2550355,1991-10-13,0,0,0,0,107,0,28,2,,,2.9978973666125
"Nick Boyle","TE","BAL",2552402,1993-02-17,0,0,0,0,107,0,28,1,,,2.9978973666125
"Nick Foles","QB","KC",2532842,1989-01-20,0.545655312791783,0,0.940577981651376,0.632317250656076,46,0.0939618394024276,23,4,,,4.46319919298974
"Nick Folk","K","NYJ",2507225,1984-11-05,6.79701078013293,1,8.86028310930589,2.94655845101753,25,0.248550040564228,9,9,"23.5","4.1",5.56002600651229
"Nick Novak","K","HOU",2506194,1981-08-21,10.1558704919576,5.7,12.5192531405743,2.66803972186946,4,0.773354365278848,2,2016,"16.0","5.3",8.23386245134199
"Nick OLeary","TE","BUF",2552403,1992-08-31,0.448102556719337,0.03,0.7072425,0.358650291841241,87,0.0406625223336346,23,1,"42.2","4.4",4.0282061993176
"Nick Toon","WR","FA",2532960,1988-11-04,0,0,0,0,186,0,44,4,,,3.2238161073909
"Nick Vannett","TE","SEA",2555289,1993-03-06,0.511100478468899,0.02,0.762075,0.406727149708722,83,0.00425959428288492,23,0,,,3.76208046814888
"Nick Williams","WR","FA",2540279,1990-11-23,0,0,0,0,186,0,58,3,,,3.2238161073909
"Nikita Whitlock","RB","NYG",2550270,1991-05-16,0,0,0,0,141,0,31,2,,,3.20636812017905
"Niles Paul","TE","WAS",2495211,1989-08-09,0.884602679864315,0.04,1.64236875736265,0.85927250405433,74,0.101495848365072,22,5,"33.4","7.4",5.24194149295655
"Odell Beckham","WR","NYG",2543496,1992-11-05,17.9004881207971,16.1050296559905,19.149495412844,1.46384022684711,6,0.408495391252121,4,2,"4.8","2.5",4.32779958490718
"Orleans Darkwa","RB","NYG",2550481,1992-02-28,3.90669888278481,1.42,5.20984270543766,1.62788424363097,71,0.319140883400687,17,2,"47.6","6.0",5.98518321468183
"Orson Charles","TE","DET",2533047,1991-01-27,0.135377990430622,0,0.281751800219365,0.218131898891796,104,0.0141928804599376,27,4,,,3.40773652084287
"Owen Daniels","TE","FA",2495825,1982-11-09,0,0,0,0,107,0,28,10,,,2.9978973666125
"Packers","DST","GB",100011,,7.18969227479956,5.41412268188302,11.6042600272037,3.82458945604394,14,0.116928817382332,10,46,"11.2","3.5",4.28077868361249
"Panthers","DST","CAR",100004,,8.85717718763594,3.11412268188302,13.6693763062734,4.88992916772888,3,0.41050067982388,3,46,"14.4","4.7",6.56366377517271
"Patrick DiMarco","RB","ATL",2530763,1989-04-30,0.818488009081879,0.4,1.31765957446809,0.424796337767341,114,0.0640974617606217,24,5,"80.0","3.1",3.09841175044813
"Patrick Murray","K","CLE",2543533,1991-06-22,1.55505306936675,0,3.21758409785933,2.72142758232617,33,1.55505306936675,13,2,,,6.62001298566387
"Patriots","DST","NE",100021,,7.36427325357555,5.15800023290343,11.0051162790698,3.77244446349333,11,0.133595484048999,7,46,"4.9","2.9",4.02822598201662
"Paul Perkins","RB","NYG",2555460,1994-11-16,2.10839337622176,0.08,3.59467539223323,2.14297389508033,87,0.103319602327666,22,0,"66.7","8.5",7.45160244909691
"Paul Richardson","WR","SEA",2543491,1992-04-13,3.52494357141162,2.09,5.41720815039964,2.76371619621848,106,0.0373888061237682,29,2,"95.1","6.6",5.98861118999754
"Paxton Lynch","QB","DEN",2555316,1994-02-12,2.61884845938375,0,4.90237064220183,3.89221277461432,38,1.15134642040238,19,0,"31.2","0.9",4.35659603899809
"Percy Harvin","WR","FA",80425,1988-05-28,0,0,0,,186,0,44,7,,,
"Peyton Barber","RB","TB",2556466,1994-06-27,0,0,0,0,141,0,31,0,,,3.20636812017905
"Pharoh Cooper","WR","LA",2555419,1995-03-07,3.04918966662427,1.09061135371179,4.54173004628584,1.8380497155296,113,0.12717020068543,31,0,"107.6","11.0",4.28184302699052
"Phil Dawson","K","SF",2500351,1975-01-23,4.83326837225275,1,7.09671431619373,2.68895309157704,29,2.09389451055451,11,18,"26.7","4.0",5.31807248476884
"Philip Rivers","QB","SD",2506121,1981-12-08,15.7606255904407,12.38,18.0710490992163,2.33528048317738,22,0.313184451042432,11,12,"20.0","3.8",6.61263786505231
"Phillip Dorsett","WR","IND",2552424,1993-01-05,9.3252911862808,7.03689285230884,11.643885,2.02174497818502,50,0.419852973191093,11,1,"53.0","5.0",5.0400883799972
"Phillip Supernaw","TE","TEN",2535535,1990-01-30,0.44136996244706,0,0.847385414716345,0.463514820356483,88,0.0869742241062803,23,4,,,3.86877651318966
"Pierre Garcon","WR","WAS",2346,1986-08-08,9.93469414351141,6.9780612244898,12.4360851842198,2.47506467603041,46,0.150344975532807,10,8,"65.4","7.1",7.29353506269661
"Pierre Thomas","RB","FA",2507141,1984-12-18,0,0,0,,141,0,31,9,,,
"Preston Parker","WR","FA",497312,1987-02-13,0,0,0,,186,0,44,6,,,
"Quan Bray","WR","IND",2553467,1993-04-28,2.77715770218499,0.84,3.95686903394972,1.36592029422317,116,0.17504498841913,33,1,"99.9","4.9",4.58762217835398
"Quincy Enunwa","WR","NYJ",2543828,1992-05-31,11.1444270160678,4.63,14.7833788039346,4.30034966340622,37,0.0412844176592611,9,2,"38.1","4.8",6.39222034437779
"Quinton Patton","WR","SF",2539250,1990-08-09,6.22089723013373,4.97,7.4205871559633,1.14498364984578,86,0.138032095879682,21,3,"86.6","5.4",6.33684266552093
"Raheem Mostert","RB","FA",2553728,1992-04-09,0.134086021505376,0,0.213965647661916,0.155863646416745,132,0.00531221503955859,28,1,,,3.43378035777761
"Raiders","DST","OAK",100018,,6.49221660022638,4.20945795885095,11.4391437481339,4.41248074179043,23,0.151984426927737,13,46,"18.3","4.2",5.22934903377436
"Rajion Neal","RB","CLE",2550233,1992-03-28,0,0,0,0,141,0,40,2,,,3.20636812017905
"Rams","DST","LA",100017,,8.32656662465548,7.11412268188302,13.7860465116279,5.27235077494368,5,0.15829752229951,4,46,"9.5","2.9",5.55822954800551
"Randall Cobb","WR","GB",2495448,1990-08-22,12.4797312899222,9.790625,14.4787444308809,2.19700833552825,28,0.409290042163883,8,5,,,5.9861772975382
"Randall Telfer","TE","CLE",2552660,1992-05-16,0.49475440617164,0,1.03587071709418,0.607743847446416,86,0.0500181465884413,23,1,,,4.13976256694116
"Randy Bullock","K","FA",2533444,1989-12-16,1.85574789915966,0,4.17461773700306,3.5707253945789,32,1.07822136447629,13,4,,,7.92686335904572
"Rannell Hall","WR","CLE",2553716,1993-01-30,0,0,0,0,186,0,44,1,,,3.2238161073909
"Rashad Greene","WR","JAC",2552425,1992-09-23,2.0753156625884,0.81,3.21191661239739,1.36596199196229,126,0.0254375580421913,34,1,,,4.94127904678648
"Rashad Jennings","RB","NYG",71345,1985-03-26,10.6747102979123,8.43,11.6544186046512,1.36588029899407,28,0.419851064835983,7,7,,,5.19925037481018
"Rashad Ross","WR","WAS",2541940,1990-02-02,0.541378548808281,0.0195136417556346,0.9282,0.421551049354049,159,0.0238121601115761,36,3,,,3.75384425501807
"Rashard Higgins","WR","CLE",2555468,1994-10-07,2.23612718684749,0.42,3.56412790697674,1.3184551836244,122,0.0538548735080018,34,0,"104.0","9.3",6.80745204064327
"Rasheed Bailey","WR","SD",2553692,1993-07-29,0,0,0,0,186,0,66,1,,,3.2238161073909
"Ravens","DST","BAL",100002,,6.83558064778543,4.41412268188302,11.1089111899944,4.46523172572362,19,0.0940005279007536,12,46,"13.1","2.9",4.73491477557138
"Ray Rice","RB","FA",941,1987-01-22,0,0,0,,141,0,31,8,,,
"Redskins","DST","WAS",100032,,6.46373935394868,4.25712559733492,10.269608864413,3.7770461256595,24,0.254740608765552,13,46,"20.3","4.1",4.53132338892101
"Reggie Bush","RB","BUF",2506874,1985-03-02,1.57756414352584,0,3.20345474594213,2.11684423587957,98,0.11389986983585,22,10,"70.6","6.7",6.74370901445708
"Rex Burkhead","RB","CIN",2539265,1990-07-02,0.35710164406333,0,0.773891846314545,0.544438920078124,126,0.0509211260802517,26,3,,,4.00072957583025
"Rhett Ellison","TE","MIN",2532835,1988-10-03,0.751155433287483,0,1.12630153241716,0.787817332736286,77,0.0492193254080597,23,4,,,4.47809531554628
"Ricardo Lockette","WR","FA",2495306,1986-05-21,0,0,0,0,186,0,44,5,,,3.2238161073909
"Ricardo Louis","WR","CLE",2555473,1994-03-23,4.64139801252932,0.43,5.98162790697674,2.0902242112371,100,0.47706736616854,28,0,"93.1","5.9",5.2840021720725
"Richard Rodgers","TE","GB",2550313,1992-01-22,8.55640370751505,6.47071984435798,9.883690846417,1.9283583645219,18,0.318897958837843,8,2,"20.9","2.8",7.70082103634961
"Riley Cooper","WR","FA",497282,1987-09-09,0,0,0,0,186,0,44,6,,,3.2238161073909
"Rishard Matthews","WR","TEN",2532903,1989-10-12,8.19606255948798,4.99303427213606,10.5835779816514,2.57837296817794,61,0.148908720318975,14,4,"68.2","6.9",5.99261053663161
"Rob Gronkowski","TE","NE",497240,1989-05-14,14.8215498722377,11.94,17.0715427002635,2.20576150180635,3,1.07019940330605,2,6,,,7.14221295239789
"Rob Housler","TE","FA",2508112,1988-03-17,0,0,0,0,107,0,28,5,,,2.9978973666125
"Rob Kelley","RB","WAS",2556414,1992-10-03,3.33624234565799,0.84,6.84839523745875,3.00365374594259,76,0.0708443617828527,17,0,,,7.58883725290887
"Robbie Gould","K","FA",2506264,1982-12-06,0,0,0,0,34,0,13,11,,,2.43243755477803
"Robby Anderson","WR","NYJ",2556462,1993-05-09,4.12380534776703,0.66,6.457075,2.63721536553489,102,0.272589351195633,29,0,"91.5","6.2",5.74839396312019
"Robert Griffin","QB","CLE",2533033,1990-02-12,5.96246492434663,0,7.7549626911315,6.55913527842104,34,0.918506420345304,17,4,,,10.1144570997717
"Robert Turbin","RB","IND",2533460,1989-12-02,2.76599381549864,2.01,3.31328727391955,0.613045482336632,81,0.0146000931443009,21,4,,,4.10082970947807
"Robert Woods","WR","BUF",2540169,1992-04-10,10.4229587113675,8.4543392576811,11.0737074280879,1.03072200360086,43,0.0871742267660345,10,3,"44.1","7.0",6.34535579209216
"Roberto Aguayo","K","TB",2555408,1994-05-17,1.93898528086573,0,3.74409785932722,3.16675209579773,31,0.233584796602529,13,0,,,7.305252601627
"Rod Smith","RB","DAL",2553743,1992-01-10,0.0386376981796829,0,0.0964741641337386,0.0883823433646223,138,0.0318088978837736,30,1,,,3.33532202912978
"Rod Streater","WR","SF",2535869,1988-02-09,2.35735633068111,0.71,3.1625675,1.11580553181614,119,0.062240570143612,34,4,"112.5","5.2",4.51072930769296
"Roddy White","WR","FA",2506366,1981-11-02,0,0,0,,186,0,44,11,,,
"Roger Lewis","WR","NYG",2556592,1993-11-27,0,0,0,0,186,0,44,0,,,3.2238161073909
"Ronnie Hillman","RB","MIN",2533437,1991-09-14,0,0,0,0,141,0,31,4,,,3.20636812017905
"Roosevelt Nix","RB","PIT",2550235,1992-03-30,0.0934066985645933,0,0.157848837209302,0.0924263277990051,136,0.0323221581397416,29,2,,,3.34122238864387
"Roy Helu","RB","FA",2495161,1988-12-07,0,0,0,0,141,0,31,5,,,3.20636812017905
"Rueben Randle","WR","FA",2533533,1991-05-07,0,0,0,0,186,0,50,4,"79.0","2.0",2.32287349728864
"Russell Hansbrough","RB","TB",2556547,1993-11-19,0,0,0,0,141,0,31,0,,,3.20636812017905
"Russell Shepard","WR","TB",2541944,1990-11-17,0.112448418156809,0,0.171406727828746,0.143138154763583,182,0.0324072640606102,42,3,,,3.40378778849658
"Russell Wilson","QB","SEA",2532975,1988-11-29,20.5668159395818,18.7166180758018,21.2155137614679,1.13330358357922,2,0.0478560914985664,2,4,"5.0","2.2",4.30372555077765
"Ryan Fitzpatrick","QB","NYJ",2506581,1982-11-24,16.0864056452587,13.23,18.2051125649053,1.95958320241305,19,0.0892432300778054,10,11,"26.2","2.4",5.01326894770399
"Ryan Grant","WR","WAS",2543759,1990-12-19,2.32615077204411,0.7,4.66547788769539,1.95119104238034,120,0.0760468041049158,34,2,"124.0","1.0",6.2812590603051
"Ryan Griffin","QB","TB",2541185,1989-11-17,0,0,0,0,73,0,38,3,,,3.86028075587479
"Ryan Griffin","TE","HOU",2541316,1990-01-11,4.4290250902066,0,5.73303957783641,1.91653826725467,36,0.202648520725798,14,3,"31.6","2.3",4.58667993780686
"Ryan Hewitt","RB","CIN",2550206,1991-01-24,0.3,0.3,0.3,,128,0.0925651070145003,26,2,,,
"Ryan Hewitt","TE","CIN",2550206,1991-01-24,0.3,0.3,0.3,,94,0.00243231521810816,25,2,,,
"Ryan Lindley","QB","FA",2532894,1989-06-22,0,0,0,,73,0,38,4,,,
"Ryan Mallett","QB","BAL",2495443,1988-06-05,0.264329579831933,0,0.43288623853211,0.24312652175995,53,0.0480130735840996,24,5,,,4.09210340877349
"Ryan Mathews","RB","PHI",497188,1987-10-10,13.318560491421,10.75,15.5579032912045,2.25635066503361,18,0.530576972580981,5,6,"16.9","3.5",4.54937801123665
"Ryan Nassib","QB","NYG",2539961,1990-03-10,0.0298666666666667,-0.72,0.340715596330275,0.459318394700999,66,0.0214159213066245,30,3,,,4.29824370625126
"Ryan Succop","K","TEN",89802,1986-09-19,7.65483090783984,5.44906166219839,9.69156075799166,2.63489449905488,20,0.187768380610916,7,7,"20.9","5.2",6.28294767228708
"Ryan Tannehill","QB","MIA",2532956,1988-07-27,16.4852899568481,13.38,17.9613201336216,1.88431448121083,16,0.331428902605797,10,4,"23.5","4.1",6.87105644200029
"Saints","DST","NO",100022,,5.28258961010052,2.5,6.72406454234814,2.05241809308409,29,0.544170664388703,17,46,"26.9","5.0",3.81873597108311
"Sam Bradford","QB","MIN",497095,1987-11-08,0,0,0,0,73,0,38,6,,,3.86028075587479
"Sammie Coates","WR","PIT",2552470,1993-03-31,10.4750716409838,6.99,11.5772936276551,1.57336515080394,42,0.0819948095952885,10,1,,,5.20205294893026
"Sammy Watkins","WR","BUF",2543457,1993-06-14,7.1427235213205,0,10.887755351682,9.09213559058281,74,0.0449905435432276,16,2,,,14.655617291224
"Scott Chandler","TE","FA",2495573,1985-07-23,0,0,0,0,107,0,28,9,,,2.9978973666125
"Scott Tolzien","QB","IND",2495425,1987-09-04,0.326375910364146,0,0.577790825688073,0.389501967722941,50,0.0477726610644258,23,5,,,4.23167330825107
"Seahawks","DST","SEA",100030,,6.77512701306876,5.11412268188302,10.4826321202269,3.61802361474834,20,0.0898445092322646,13,46,"6.3","3.2",7.55889172523119
"Sean Mannion","QB","LA",2552576,1992-04-25,0.182084033613445,0,0.273249,0.166067282090032,56,0.0201675256769374,25,1,,,4.01862694375716
"Sean McGrath","TE","SD",2535943,1987-12-03,0.135535996601269,0,0.312367213973037,0.202318964589376,103,0.00652360902808283,27,4,,,3.37802624163415
"Sean Renfree","QB","FA",2540263,1990-04-28,0,0,0,0,73,0,38,3,,,3.86028075587479
"Sebastian Janikowski","K","OAK",2504257,1978-03-02,6.87501399309277,1,9.20095617765234,3.16362813290613,24,0.124621530502413,9,16,"16.9","3.5",5.4644767174317
"Senorise Perry","RB","FA",2550633,1991-09-19,0,0,0,,141,0,31,2,,,
"Seth Roberts","WR","OAK",2550597,1991-02-22,7.0777769400357,5.44,8.92294119710077,1.97751533488807,77,0.0570680404732498,17,2,"72.4","7.5",5.73539083178404
"Seyi Ajirotutu","WR","PHI",497260,1987-06-12,0.201060606060606,0,0.3169,0.175517580133725,177,0.027295466877226,41,6,,,3.44449936275661
"Shakim Phillips","WR","PIT",2553904,1992-03-19,0,0,0,0,186,0,44,1,,,3.2238161073909
"Shane Vereen","RB","NYG",2495473,1989-03-02,4.00316368638239,0,6.10207951070336,5.09571830958356,67,0.0435853800130279,15,5,,,10.6412557902384
"Shaq Evans","WR","FA",2543761,1991-03-07,0,0,0,,186,0,44,2,,,
"Shaun Draughn","RB","SF",2495461,1987-12-07,4.60676711649175,2.62105769230769,6.15362790697674,1.59762172876826,57,0.0544667816594471,15,5,"63.8","7.7",6.70933986380568
"Shaun Hill","QB","MIN",2504833,1980-01-09,5.68539202200825,0,7.39459327217126,6.25433538920051,35,1.7806844936777,17,2016,,,9.82382850684467
"Shaun Suisham","K","FA",2506149,1981-12-29,0,0,0,,34,0,13,2016,,,
"Shayne Graham","K","FA",2504162,1977-12-09,0,0,0,0,34,0,13,2016,,,2.43243755477803
"Silas Redd","RB","WAS",2550529,1992-03-01,0.832118294360385,0,1.17560703574238,0.88617022611759,112,0.00859998340761137,23,2,,,4.49933128797115
"Spencer Ware","RB","KC",2540204,1991-11-23,8.35631002623087,3.74052884615385,11.4867155963303,3.51290008161017,37,0.452380134920757,9,3,"28.7","5.5",7.13073525516852
"Stedman Bailey","WR","LA",2540157,1990-11-11,0,0,0,0,186,0,44,3,,,3.2238161073909
"Steelers","DST","PIT",100027,,7.60470925160792,5.11412268188302,11.7175158411572,4.19552523328787,10,0.303347070750699,6,46,"5.8","2.7",4.40995598773723
"Stefon Diggs","WR","MIN",2552608,1993-11-29,5.76635488308116,0,8.33985475899028,6.09814708440704,91,0.0631117811406474,24,1,,,10.891190220346
"Stepfan Taylor","RB","ARI",2539315,1991-06-09,0.760817138349056,0.27,0.976186861514094,0.334323868252812,115,0.0135064119217219,25,3,"79.3","6.5",5.32851415622552
"Stephen Anderson","TE","HOU",2556463,1993-01-30,3.22490683877497,1.02,4.43602431610942,1.62149850528167,46,0.0788621482658063,16,0,,,6.04446496798889
"Stephen Gostkowski","K","NE",2506922,1984-01-28,10.3430630501561,9.2601476737765,11.5934051144738,1.10025119377781,3,0.351250049424589,2,10,"1.5","1.1",3.22058307594519
"Stephen Hill","WR","FA",2533537,1991-04-25,0,0,0,0,186,0,44,4,,,3.2238161073909
"Stephen Morris","QB","FA",2550376,1992-08-27,0,0,0,0,73,0,38,2,,,3.86028075587479
"Sterling Shepard","WR","NYG",2555295,1993-02-10,11.1192246960468,9.91,12.4338785318237,1.59631710355035,38,0.0594749112057258,9,0,"33.8","5.6",4.89315509260865
"Stevan Ridley","RB","FA",2495470,1989-01-27,0,0,0,0,141,0,31,5,,,3.20636812017905
"Steve Johnson","WR","SD",768,1986-07-22,0,0,0,0,186,0,44,8,,,3.2238161073909
"Steve Smith","WR","BAL",2504595,1979-05-12,7.09998961180973,0,11.8027217125382,5.81855547445979,75,0.0133629699194806,17,15,"46.1","14.2",8.91339616267
"Steven Hauschka","K","SEA",2507374,1985-06-29,8.91573722972747,7.2,9.89117014584001,1.1972154391589,7,0.0583229678801604,3,2016,"3.9","2.4",3.68901920493085
"Steven Jackson","RB","NE",2505936,1983-07-22,1.41235213204952,0,2.16955799250407,1.74899704795192,100,0.145472839287592,22,12,,,5.75823535395685
"Storm Johnson","RB","FA",2543570,1992-07-17,0,0,0,0,141,0,31,2,,,3.20636812017905
"T.J. Graham","WR","FA",2532850,1989-07-27,0,0,0,0,186,0,44,4,,,3.2238161073909
"T.J. Jones","WR","FA",2543836,1992-07-19,0,0,0,0,186,0,44,2,,,3.2238161073909
"T.J. Yates","QB","HOU",2508123,1987-05-28,0.0107950481430536,0,0.0186642201834862,0.0169705627484771,67,0.00549285849140206,31,5,,,3.87646229316269
"T.J. Yeldon","RB","JAC",2552471,1993-10-02,10.1139692472883,5.76,12.6283809875371,2.95971807904675,30,0.214946308882245,7,1,"28.5","4.2",5.46431896188948
"T.Y. Hilton","WR","IND",2532865,1989-11-14,16.7114950244833,13.51,19.8948635190678,2.89984975615975,12,0.22549569742883,5,4,"8.6","4.0",4.70832273625492
"Taiwan Jones","RB","OAK",2495467,1988-07-26,0.904839751919743,-0.0489067055393586,2.24776162790698,1.2304674859985,110,0.0497901741175403,22,5,,,5.00167684492816
"Tajae Sharpe","WR","TEN",2555317,1994-12-23,8.51249893004908,6.9780612244898,9.48418919926775,1.18618073823074,56,0.10486385631466,12,0,"54.7","8.3",6.56360514861079
"Tarvaris Jackson","QB","FA",2495863,1983-04-21,-0.00269876203576341,-0.00600000000000001,-0.000869135802469138,0.0034055166525691,110,0.0467580446869257,38,10,,,3.86352793721549
"Tavarres King","WR","NYG",2539235,1990-07-14,0.398763121901425,0.14,0.619745899021915,0.26012766089528,167,0.0218508588140552,37,3,,,3.55088202849863
"Tavon Austin","WR","LA",2539336,1991-03-15,12.9476271531237,9.42723964138324,15.5947872297433,3.88875196116658,27,0.568891789161597,8,3,"38.6","5.8",6.37449959980824
"Taylor Gabriel","WR","ATL",2550617,1991-02-17,1.79933072054877,0,3.27732522796353,1.61530082206639,134,0.0439649262460113,35,2,"97.8","6.0",5.02560748562896
